SID,SSID,SampleYear,Waterbody,SubSampleName,SubSampleDate,HoursEffort,Species,Len,Wt,Number,Age
2545,12408,2010,Buffalo River,2,10/12/2010,0.477777778,Smallmouth Bass,340,413,1,
2545,12408,2010,Buffalo River,2,10/12/2010,0.477777778,Smallmouth Bass,242,170,1,
2545,12408,2010,Buffalo River,2,10/12/2010,0.477777778,Smallmouth Bass,187,95,1,
2545,12408,2010,Buffalo River,2,10/12/2010,0.477777778,Smallmouth Bass,268,218,1,
2545,12408,2010,Buffalo River,2,10/12/2010,0.477777778,Smallmouth Bass,262,202,1,
2545,12408,2010,Buffalo River,2,10/12/2010,0.477777778,Smallmouth Bass,390,665,1,
2545,12408,2010,Buffalo River,2,10/12/2010,0.477777778,Smallmouth Bass,242,168,1,
2545,12408,2010,Buffalo River,2,10/12/2010,0.477777778,Smallmouth Bass,248,179,1,
2545,12408,2010,Buffalo River,2,10/12/2010,0.477777778,Smallmouth Bass,218,120,1,
2545,12408,2010,Buffalo River,2,10/12/2010,0.477777778,Smallmouth Bass,208,118,1,
2545,12408,2010,Buffalo River,2,10/12/2010,0.477777778,Smallmouth Bass,238,152,1,
2545,12408,2010,Buffalo River,2,10/12/2010,0.477777778,Smallmouth Bass,196,107,1,
2545,12408,2010,Buffalo River,2,10/12/2010,0.477777778,Smallmouth Bass,231,154,1,
2545,12408,2010,Buffalo River,2,10/12/2010,0.477777778,Smallmouth Bass,158,52,1,
2545,12408,2010,Buffalo River,2,10/12/2010,0.477777778,Largemouth Bass,262,218,1,
2545,12408,2010,Buffalo River,2,10/12/2010,0.477777778,Largemouth Bass,237,184,1,
2545,12408,2010,Buffalo River,2,10/12/2010,0.477777778,Largemouth Bass,466,1572,1,
2545,12408,2010,Buffalo River,2,10/12/2010,0.477777778,Largemouth Bass,303,302,1,
2545,12408,2010,Buffalo River,2,10/12/2010,0.477777778,Largemouth Bass,343,533,1,
2545,12408,2010,Buffalo River,2,10/12/2010,0.477777778,Largemouth Bass,336,460,1,
2545,12409,2010,Buffalo River,3,10/12/2010,0.462777778,Channel Catfish,375,410,1,
2545,12409,2010,Buffalo River,3,10/12/2010,0.462777778,Channel Catfish,488,1016,1,
2545,12409,2010,Buffalo River,3,10/12/2010,0.462777778,Channel Catfish,562,1930,1,
2545,12409,2010,Buffalo River,3,10/12/2010,0.462777778,Channel Catfish,512,1226,1,
2545,12409,2010,Buffalo River,3,10/12/2010,0.462777778,Channel Catfish,407,556,1,
2545,12409,2010,Buffalo River,3,10/12/2010,0.462777778,Channel Catfish,528,1482,1,
2545,12409,2010,Buffalo River,3,10/12/2010,0.462777778,Channel Catfish,410,542,1,
2545,12409,2010,Buffalo River,3,10/12/2010,0.462777778,Flathead Catfish,348,386,1,
2545,12409,2010,Buffalo River,3,10/12/2010,0.462777778,Flathead Catfish,380,506,1,
2545,12409,2010,Buffalo River,3,10/12/2010,0.462777778,Flathead Catfish,278,182,1,
2545,12409,2010,Buffalo River,3,10/12/2010,0.462777778,Flathead Catfish,278,182,1,
2545,12409,2010,Buffalo River,3,10/12/2010,0.462777778,Flathead Catfish,251,148,1,
2545,12409,2010,Buffalo River,3,10/12/2010,0.462777778,Flathead Catfish,303,254,1,
2545,12409,2010,Buffalo River,3,10/12/2010,0.462777778,Flathead Catfish,238,106,1,
2545,12409,2010,Buffalo River,3,10/12/2010,0.462777778,Flathead Catfish,268,184,1,
2545,12409,2010,Buffalo River,3,10/12/2010,0.462777778,Flathead Catfish,278,180,1,
2545,12409,2010,Buffalo River,3,10/12/2010,0.462777778,Flathead Catfish,282,212,1,
2545,12409,2010,Buffalo River,3,10/12/2010,0.462777778,Flathead Catfish,313,304,1,
2545,12409,2010,Buffalo River,3,10/12/2010,0.462777778,Flathead Catfish,238,104,1,
2545,12409,2010,Buffalo River,3,10/12/2010,0.462777778,Smallmouth Bass,192,88,1,
2545,12409,2010,Buffalo River,3,10/12/2010,0.462777778,Smallmouth Bass,182,60,1,
2545,12409,2010,Buffalo River,3,10/12/2010,0.462777778,Smallmouth Bass,194,66,1,
2545,12409,2010,Buffalo River,3,10/12/2010,0.462777778,Smallmouth Bass,172,56,1,
2545,12409,2010,Buffalo River,3,10/12/2010,0.462777778,Smallmouth Bass,277,230,1,
2545,12409,2010,Buffalo River,3,10/12/2010,0.462777778,Smallmouth Bass,257,192,1,
2545,12409,2010,Buffalo River,3,10/12/2010,0.462777778,Smallmouth Bass,172,70,1,
2545,12409,2010,Buffalo River,3,10/12/2010,0.462777778,Smallmouth Bass,382,646,1,
2545,12409,2010,Buffalo River,3,10/12/2010,0.462777778,Smallmouth Bass,313,316,1,
2545,12409,2010,Buffalo River,3,10/12/2010,0.462777778,Smallmouth Bass,260,196,1,
2545,12409,2010,Buffalo River,3,10/12/2010,0.462777778,Smallmouth Bass,118,28,1,
2545,12409,2010,Buffalo River,3,10/12/2010,0.462777778,Smallmouth Bass,192,74,1,
2545,12409,2010,Buffalo River,3,10/12/2010,0.462777778,Smallmouth Bass,211,124,1,
2545,12409,2010,Buffalo River,3,10/12/2010,0.462777778,Smallmouth Bass,218,120,1,
2545,12409,2010,Buffalo River,3,10/12/2010,0.462777778,Smallmouth Bass,198,96,1,
2545,12409,2010,Buffalo River,3,10/12/2010,0.462777778,Smallmouth Bass,187,68,1,
2545,12409,2010,Buffalo River,3,10/12/2010,0.462777778,Smallmouth Bass,251,160,1,
2545,12409,2010,Buffalo River,3,10/12/2010,0.462777778,Smallmouth Bass,214,118,1,
2545,12409,2010,Buffalo River,3,10/12/2010,0.462777778,Smallmouth Bass,268,220,1,
2545,12409,2010,Buffalo River,3,10/12/2010,0.462777778,Smallmouth Bass,353,446,1,
2545,12409,2010,Buffalo River,3,10/12/2010,0.462777778,Smallmouth Bass,408,770,1,
2545,12409,2010,Buffalo River,3,10/12/2010,0.462777778,Smallmouth Bass,224,152,1,
2545,12409,2010,Buffalo River,3,10/12/2010,0.462777778,Smallmouth Bass,212,100,1,
2545,12409,2010,Buffalo River,3,10/12/2010,0.462777778,Smallmouth Bass,171,48,1,
2545,12409,2010,Buffalo River,3,10/12/2010,0.462777778,Smallmouth Bass,222,152,1,
2545,12409,2010,Buffalo River,3,10/12/2010,0.462777778,Smallmouth Bass,132,46,1,
2545,12409,2010,Buffalo River,3,10/12/2010,0.462777778,Smallmouth Bass,134,42,1,
2545,12409,2010,Buffalo River,3,10/12/2010,0.462777778,Smallmouth Bass,281,262,1,
2545,12409,2010,Buffalo River,3,10/12/2010,0.462777778,Smallmouth Bass,237,146,1,
2545,12409,2010,Buffalo River,3,10/12/2010,0.462777778,Smallmouth Bass,117,20,1,
2545,12409,2010,Buffalo River,3,10/12/2010,0.462777778,Smallmouth Bass,283,242,1,
2545,12409,2010,Buffalo River,3,10/12/2010,0.462777778,Smallmouth Bass,245,176,1,
2545,12409,2010,Buffalo River,3,10/12/2010,0.462777778,Smallmouth Bass,194,106,1,
2545,12409,2010,Buffalo River,3,10/12/2010,0.462777778,Smallmouth Bass,221,150,1,
2545,12409,2010,Buffalo River,3,10/12/2010,0.462777778,Smallmouth Bass,268,224,1,
2545,12409,2010,Buffalo River,3,10/12/2010,0.462777778,Smallmouth Bass,118,44,1,
2545,12409,2010,Buffalo River,3,10/12/2010,0.462777778,Smallmouth Bass,187,74,1,
2545,12409,2010,Buffalo River,3,10/12/2010,0.462777778,Smallmouth Bass,238,138,1,
2545,12409,2010,Buffalo River,3,10/12/2010,0.462777778,Smallmouth Bass,183,86,1,
2545,12409,2010,Buffalo River,3,10/12/2010,0.462777778,Smallmouth Bass,290,250,1,
2545,12409,2010,Buffalo River,3,10/12/2010,0.462777778,Smallmouth Bass,231,146,1,
2545,12409,2010,Buffalo River,3,10/12/2010,0.462777778,Smallmouth Bass,478,1124,1,
2545,12409,2010,Buffalo River,3,10/12/2010,0.462777778,Smallmouth Bass,183,62,1,
2545,12409,2010,Buffalo River,3,10/12/2010,0.462777778,Largemouth Bass,461,1494,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Channel Catfish,458,790,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Channel Catfish,386,452,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Channel Catfish,487,1176,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Channel Catfish,480,1064,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Flathead Catfish,268,176,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Flathead Catfish,342,376,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Flathead Catfish,320,316,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Flathead Catfish,303,256,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Flathead Catfish,321,320,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Flathead Catfish,291,242,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Smallmouth Bass,248,152,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Smallmouth Bass,360,460,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Smallmouth Bass,242,156,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Smallmouth Bass,248,150,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Smallmouth Bass,284,254,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Smallmouth Bass,220,114,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Smallmouth Bass,136,38,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Smallmouth Bass,219,110,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Smallmouth Bass,236,144,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Smallmouth Bass,346,478,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Smallmouth Bass,298,324,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Smallmouth Bass,382,684,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Smallmouth Bass,196,86,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Smallmouth Bass,212,116,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Smallmouth Bass,203,106,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Smallmouth Bass,288,268,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Smallmouth Bass,202,84,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Smallmouth Bass,228,132,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Smallmouth Bass,112,26,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Smallmouth Bass,184,80,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Smallmouth Bass,268,220,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Smallmouth Bass,303,338,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Smallmouth Bass,234,142,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Smallmouth Bass,440,970,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Smallmouth Bass,210,108,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Smallmouth Bass,212,94,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Smallmouth Bass,202,96,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Smallmouth Bass,232,136,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Smallmouth Bass,331,410,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Smallmouth Bass,124,28,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Smallmouth Bass,129,28,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Smallmouth Bass,246,150,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Smallmouth Bass,258,186,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Smallmouth Bass,387,660,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Smallmouth Bass,270,204,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Smallmouth Bass,140,30,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Smallmouth Bass,176,60,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Smallmouth Bass,238,140,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Smallmouth Bass,158,42,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Smallmouth Bass,224,132,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Smallmouth Bass,188,72,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Smallmouth Bass,112,18,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Smallmouth Bass,258,202,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Smallmouth Bass,184,78,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Smallmouth Bass,363,572,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Smallmouth Bass,100,16,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Smallmouth Bass,124,18,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Smallmouth Bass,122,16,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Smallmouth Bass,231,132,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Smallmouth Bass,157,46,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Smallmouth Bass,104,12,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Smallmouth Bass,200,92,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Smallmouth Bass,218,120,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Smallmouth Bass,183,72,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Smallmouth Bass,191,76,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Smallmouth Bass,232,142,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Smallmouth Bass,230,142,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Smallmouth Bass,231,150,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Smallmouth Bass,96,8,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Smallmouth Bass,385,616,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Smallmouth Bass,210,102,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Smallmouth Bass,194,90,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Smallmouth Bass,231,140,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Smallmouth Bass,243,180,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Smallmouth Bass,207,102,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Smallmouth Bass,238,146,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Smallmouth Bass,378,782,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Smallmouth Bass,208,106,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Smallmouth Bass,232,138,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Largemouth Bass,270,232,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Largemouth Bass,428,1136,1,
2545,12410,2010,Buffalo River,4,10/12/2010,0.512222222,Largemouth Bass,261,186,1,
2545,12411,2010,Buffalo River,5,10/12/2010,0.4525,Channel Catfish,516,1286,1,
2545,12411,2010,Buffalo River,5,10/12/2010,0.4525,Channel Catfish,402,562,1,
2545,12411,2010,Buffalo River,5,10/12/2010,0.4525,Flathead Catfish,307,252,1,
2545,12411,2010,Buffalo River,5,10/12/2010,0.4525,Flathead Catfish,343,368,1,
2545,12411,2010,Buffalo River,5,10/12/2010,0.4525,Smallmouth Bass,232,152,1,
2545,12411,2010,Buffalo River,5,10/12/2010,0.4525,Smallmouth Bass,330,422,1,
2545,12411,2010,Buffalo River,5,10/12/2010,0.4525,Smallmouth Bass,253,190,1,
2545,12411,2010,Buffalo River,5,10/12/2010,0.4525,Smallmouth Bass,212,118,1,
2545,12411,2010,Buffalo River,5,10/12/2010,0.4525,Smallmouth Bass,235,162,1,
2545,12411,2010,Buffalo River,5,10/12/2010,0.4525,Smallmouth Bass,275,242,1,
2545,12411,2010,Buffalo River,5,10/12/2010,0.4525,Smallmouth Bass,148,42,1,
2545,12411,2010,Buffalo River,5,10/12/2010,0.4525,Smallmouth Bass,248,170,1,
2545,12411,2010,Buffalo River,5,10/12/2010,0.4525,Smallmouth Bass,287,288,1,
2545,12411,2010,Buffalo River,5,10/12/2010,0.4525,Smallmouth Bass,118,22,1,
2545,12411,2010,Buffalo River,5,10/12/2010,0.4525,Smallmouth Bass,278,272,1,
2545,12411,2010,Buffalo River,5,10/12/2010,0.4525,Smallmouth Bass,208,114,1,
2545,12411,2010,Buffalo River,5,10/12/2010,0.4525,Smallmouth Bass,204,106,1,
2545,12411,2010,Buffalo River,5,10/12/2010,0.4525,Smallmouth Bass,201,96,1,
2545,12411,2010,Buffalo River,5,10/12/2010,0.4525,Smallmouth Bass,351,498,1,
2545,12411,2010,Buffalo River,5,10/12/2010,0.4525,Smallmouth Bass,178,78,1,
2545,12411,2010,Buffalo River,5,10/12/2010,0.4525,Smallmouth Bass,112,26,1,
2545,12411,2010,Buffalo River,5,10/12/2010,0.4525,Smallmouth Bass,265,214,1,
2545,12411,2010,Buffalo River,5,10/12/2010,0.4525,Smallmouth Bass,183,78,1,
2545,12411,2010,Buffalo River,5,10/12/2010,0.4525,Smallmouth Bass,250,186,1,
2545,12411,2010,Buffalo River,5,10/12/2010,0.4525,Smallmouth Bass,222,126,1,
2545,12411,2010,Buffalo River,5,10/12/2010,0.4525,Smallmouth Bass,197,84,1,
2545,12411,2010,Buffalo River,5,10/12/2010,0.4525,Smallmouth Bass,272,210,1,
2545,12411,2010,Buffalo River,5,10/12/2010,0.4525,Smallmouth Bass,263,200,1,
2545,12411,2010,Buffalo River,5,10/12/2010,0.4525,Smallmouth Bass,197,88,1,
2545,12411,2010,Buffalo River,5,10/12/2010,0.4525,Smallmouth Bass,143,52,1,
2545,12411,2010,Buffalo River,5,10/12/2010,0.4525,Smallmouth Bass,188,76,1,
2545,12411,2010,Buffalo River,5,10/12/2010,0.4525,Smallmouth Bass,222,142,1,
2545,12411,2010,Buffalo River,5,10/12/2010,0.4525,Smallmouth Bass,243,152,1,
2545,12411,2010,Buffalo River,5,10/12/2010,0.4525,Smallmouth Bass,366,578,1,
2545,12411,2010,Buffalo River,5,10/12/2010,0.4525,Smallmouth Bass,138,40,1,
2545,12411,2010,Buffalo River,5,10/12/2010,0.4525,Smallmouth Bass,268,208,1,
2545,12411,2010,Buffalo River,5,10/12/2010,0.4525,Smallmouth Bass,200,104,1,
2545,12411,2010,Buffalo River,5,10/12/2010,0.4525,Smallmouth Bass,244,184,1,
2545,12411,2010,Buffalo River,5,10/12/2010,0.4525,Smallmouth Bass,263,220,1,
2545,12411,2010,Buffalo River,5,10/12/2010,0.4525,Smallmouth Bass,238,142,1,
2545,12411,2010,Buffalo River,5,10/12/2010,0.4525,Smallmouth Bass,240,162,1,
2545,12411,2010,Buffalo River,5,10/12/2010,0.4525,Smallmouth Bass,178,72,1,
2545,12411,2010,Buffalo River,5,10/12/2010,0.4525,Smallmouth Bass,251,206,1,
2545,12411,2010,Buffalo River,5,10/12/2010,0.4525,Smallmouth Bass,228,144,1,
2545,12411,2010,Buffalo River,5,10/12/2010,0.4525,Smallmouth Bass,192,86,1,
2545,12411,2010,Buffalo River,5,10/12/2010,0.4525,Smallmouth Bass,201,108,1,
2545,12411,2010,Buffalo River,5,10/12/2010,0.4525,Smallmouth Bass,112,26,1,
2545,12411,2010,Buffalo River,5,10/12/2010,0.4525,Smallmouth Bass,137,42,1,
2545,12411,2010,Buffalo River,5,10/12/2010,0.4525,Smallmouth Bass,342,444,1,
2545,12411,2010,Buffalo River,5,10/12/2010,0.4525,Smallmouth Bass,246,174,1,
2545,12411,2010,Buffalo River,5,10/12/2010,0.4525,Smallmouth Bass,247,204,1,
2545,12411,2010,Buffalo River,5,10/12/2010,0.4525,Smallmouth Bass,246,182,1,
2545,12411,2010,Buffalo River,5,10/12/2010,0.4525,Smallmouth Bass,238,154,1,
2545,12411,2010,Buffalo River,5,10/12/2010,0.4525,Smallmouth Bass,147,42,1,
2545,12411,2010,Buffalo River,5,10/12/2010,0.4525,Smallmouth Bass,238,156,1,
2545,12411,2010,Buffalo River,5,10/12/2010,0.4525,Smallmouth Bass,268,252,1,
2546,12412,2010,Buffalo River,1,10/13/2010,0.566388889,Channel Catfish,572,1960,1,
2546,12412,2010,Buffalo River,1,10/13/2010,0.566388889,Channel Catfish,412,476,1,
2546,12412,2010,Buffalo River,1,10/13/2010,0.566388889,Channel Catfish,542,1282,1,
2546,12412,2010,Buffalo River,1,10/13/2010,0.566388889,Channel Catfish,580,1700,1,
2546,12412,2010,Buffalo River,1,10/13/2010,0.566388889,Channel Catfish,502,1160,1,
2546,12412,2010,Buffalo River,1,10/13/2010,0.566388889,Channel Catfish,480,1142,1,
2546,12412,2010,Buffalo River,1,10/13/2010,0.566388889,Channel Catfish,440,806,1,
2546,12412,2010,Buffalo River,1,10/13/2010,0.566388889,Channel Catfish,660,3330,1,
2546,12412,2010,Buffalo River,1,10/13/2010,0.566388889,Channel Catfish,590,1922,1,
2546,12412,2010,Buffalo River,1,10/13/2010,0.566388889,Channel Catfish,487,1002,1,
2546,12412,2010,Buffalo River,1,10/13/2010,0.566388889,Channel Catfish,548,1502,1,
2546,12412,2010,Buffalo River,1,10/13/2010,0.566388889,Flathead Catfish,280,178,1,
2546,12412,2010,Buffalo River,1,10/13/2010,0.566388889,Smallmouth Bass,212,110,1,
2546,12412,2010,Buffalo River,1,10/13/2010,0.566388889,Smallmouth Bass,296,336,1,
2546,12412,2010,Buffalo River,1,10/13/2010,0.566388889,Smallmouth Bass,257,188,1,
2546,12412,2010,Buffalo River,1,10/13/2010,0.566388889,Smallmouth Bass,115,18,1,
2546,12412,2010,Buffalo River,1,10/13/2010,0.566388889,Smallmouth Bass,178,62,1,
2546,12412,2010,Buffalo River,1,10/13/2010,0.566388889,Smallmouth Bass,318,318,1,
2546,12412,2010,Buffalo River,1,10/13/2010,0.566388889,Smallmouth Bass,232,132,1,
2546,12412,2010,Buffalo River,1,10/13/2010,0.566388889,Smallmouth Bass,149,182,1,
2546,12412,2010,Buffalo River,1,10/13/2010,0.566388889,Smallmouth Bass,212,110,1,
2546,12412,2010,Buffalo River,1,10/13/2010,0.566388889,Smallmouth Bass,290,280,1,
2546,12412,2010,Buffalo River,1,10/13/2010,0.566388889,Smallmouth Bass,317,352,1,
2546,12412,2010,Buffalo River,1,10/13/2010,0.566388889,Smallmouth Bass,150,34,1,
2546,12412,2010,Buffalo River,1,10/13/2010,0.566388889,Smallmouth Bass,323,414,1,
2546,12412,2010,Buffalo River,1,10/13/2010,0.566388889,Smallmouth Bass,368,516,1,
2546,12412,2010,Buffalo River,1,10/13/2010,0.566388889,Smallmouth Bass,252,178,1,
2546,12412,2010,Buffalo River,1,10/13/2010,0.566388889,Smallmouth Bass,133,22,1,
2546,12412,2010,Buffalo River,1,10/13/2010,0.566388889,Smallmouth Bass,139,32,1,
2546,12412,2010,Buffalo River,1,10/13/2010,0.566388889,Smallmouth Bass,262,220,1,
2546,12412,2010,Buffalo River,1,10/13/2010,0.566388889,Smallmouth Bass,275,214,1,
2546,12412,2010,Buffalo River,1,10/13/2010,0.566388889,Smallmouth Bass,435,968,1,
2546,12412,2010,Buffalo River,1,10/13/2010,0.566388889,Smallmouth Bass,268,228,1,
2546,12412,2010,Buffalo River,1,10/13/2010,0.566388889,Smallmouth Bass,242,156,1,
2546,12412,2010,Buffalo River,1,10/13/2010,0.566388889,Smallmouth Bass,271,208,1,
2546,12412,2010,Buffalo River,1,10/13/2010,0.566388889,Smallmouth Bass,282,214,1,
2546,12412,2010,Buffalo River,1,10/13/2010,0.566388889,Smallmouth Bass,247,140,1,
2546,12412,2010,Buffalo River,1,10/13/2010,0.566388889,Smallmouth Bass,223,120,1,
2546,12412,2010,Buffalo River,1,10/13/2010,0.566388889,Smallmouth Bass,363,522,1,
2546,12412,2010,Buffalo River,1,10/13/2010,0.566388889,Smallmouth Bass,112,8,1,
2546,12412,2010,Buffalo River,1,10/13/2010,0.566388889,Smallmouth Bass,177,56,1,
2546,12412,2010,Buffalo River,1,10/13/2010,0.566388889,Smallmouth Bass,278,216,1,
2546,12412,2010,Buffalo River,1,10/13/2010,0.566388889,Smallmouth Bass,242,144,1,
2546,12412,2010,Buffalo River,1,10/13/2010,0.566388889,Smallmouth Bass,110,20,1,
2546,12412,2010,Buffalo River,1,10/13/2010,0.566388889,Smallmouth Bass,252,168,1,
2546,12412,2010,Buffalo River,1,10/13/2010,0.566388889,Smallmouth Bass,143,32,1,
2546,12412,2010,Buffalo River,1,10/13/2010,0.566388889,Smallmouth Bass,203,90,1,
2546,12412,2010,Buffalo River,1,10/13/2010,0.566388889,Smallmouth Bass,223,116,1,
2546,12412,2010,Buffalo River,1,10/13/2010,0.566388889,Smallmouth Bass,410,694,1,
2546,12412,2010,Buffalo River,1,10/13/2010,0.566388889,Smallmouth Bass,194,66,1,
2546,12412,2010,Buffalo River,1,10/13/2010,0.566388889,Smallmouth Bass,237,196,1,
2546,12412,2010,Buffalo River,1,10/13/2010,0.566388889,Smallmouth Bass,258,174,1,
2546,12412,2010,Buffalo River,1,10/13/2010,0.566388889,Smallmouth Bass,287,226,1,
2546,12412,2010,Buffalo River,1,10/13/2010,0.566388889,Smallmouth Bass,278,240,1,
2546,12412,2010,Buffalo River,1,10/13/2010,0.566388889,Smallmouth Bass,260,206,1,
2546,12412,2010,Buffalo River,1,10/13/2010,0.566388889,Smallmouth Bass,397,678,1,
2546,12412,2010,Buffalo River,1,10/13/2010,0.566388889,Smallmouth Bass,228,116,1,
2546,12412,2010,Buffalo River,1,10/13/2010,0.566388889,Smallmouth Bass,258,196,1,
2546,12412,2010,Buffalo River,1,10/13/2010,0.566388889,Largemouth Bass,343,532,1,
2546,12412,2010,Buffalo River,1,10/13/2010,0.566388889,Largemouth Bass,291,256,1,
2546,12412,2010,Buffalo River,1,10/13/2010,0.566388889,Largemouth Bass,409,968,1,
2546,12412,2010,Buffalo River,1,10/13/2010,0.566388889,Largemouth Bass,395,898,1,
2546,12412,2010,Buffalo River,1,10/13/2010,0.566388889,Largemouth Bass,432,1120,1,
2546,12412,2010,Buffalo River,1,10/13/2010,0.566388889,Largemouth Bass,427,1054,1,
2546,12412,2010,Buffalo River,1,10/13/2010,0.566388889,Largemouth Bass,382,674,1,
2546,12412,2010,Buffalo River,1,10/13/2010,0.566388889,Largemouth Bass,452,1260,1,
2546,12413,2010,Buffalo River,2,10/13/2010,0.2325,Flathead Catfish,352,402,1,
2546,12413,2010,Buffalo River,2,10/13/2010,0.2325,Flathead Catfish,292,234,1,
2546,12413,2010,Buffalo River,2,10/13/2010,0.2325,Flathead Catfish,300,236,1,
2546,12413,2010,Buffalo River,2,10/13/2010,0.2325,Flathead Catfish,240,92,1,
2546,12413,2010,Buffalo River,2,10/13/2010,0.2325,Smallmouth Bass,452,1218,1,
2546,12413,2010,Buffalo River,2,10/13/2010,0.2325,Smallmouth Bass,337,430,1,
